Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Value,CLTV,Engagement Score,Churn Probability,Risk Tier,Retention Priority Score,Customer Segment,Retention Recommendation
Female,No,No,No,14,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,No,Credit card (automatic),59.1,772.85,0,5718,2,0.12695063731292636,Low Risk,725.9037441553129,Loyal Customer,Offer security package | Promote service bundle
Male,No,Yes,No,16,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,55.85,857.7999999999998,0,2464,2,0.13078295603925064,Low Risk,322.24920368071355,Loyal Customer,Provide free tech support trial | Promote service bundle
Male,No,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.05,7554.05,0,4583,4,0.10007889453659498,Low Risk,458.6615736612148,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Provide pricing discount
Male,Yes,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),84.09999999999998,5981.65,0,4671,5,0.03555140453046566,Low Risk,166.0606105618051,Loyal Customer,Provide free tech support trial | Provide pricing discount
Female,No,Yes,Yes,23,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),75.29999999999998,1702.9,0,5903,1,0.1721099908452948,Low Risk,1015.9652759597752,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Male,No,No,Yes,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.7,467.15,0,5403,0,0.027547564238224777,Low Risk,148.83948957912847,Loyal Customer,Offer annual plan discount | Promote service bundle
Female,No,No,No,36,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Electronic check,55.8,1941.5,0,4770,1,0.1126328826130116,Low Risk,537.2588500640653,Loyal Customer,Provide free tech support trial | Offer security package | Promote service bundle
Female,No,No,No,50,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),39.7,1932.75,0,5174,3,0.022297435310358795,Low Risk,115.36693029579641,Loyal Customer,Offer security package
Female,No,Yes,Yes,48,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),29.5,1423.05,0,3194,1,0.02718517606779712,Low Risk,86.829452360544,Loyal Customer,Offer annual plan discount | Offer security package | Promote service bundle
Female,No,No,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.15,970.85,0,4263,0,0.0014255947788887307,Low Risk,6.077310542402659,Loyal Customer,Promote service bundle
Male,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),79.54999999999998,5810.9,0,4766,5,0.013322343365599554,Low Risk,63.49428848044748,Loyal Customer,No action required
Male,No,No,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),24.8,223.9,0,5212,0,0.046139902660982515,Low Risk,240.48117266904086,Loyal Customer,Offer annual plan discount | Promote service bundle
Female,No,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65,391.7,0,4333,0,0.11788219753518848,Low Risk,510.7835619199717,Loyal Customer,Offer annual plan discount | Promote service bundle
Male,No,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.05,811.65,0,3475,3,0.7330423334540708,High Risk,2547.322108752896,New Customer At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Provide pricing discount
Male,No,No,No,2,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,90.75,174.75,0,4766,2,0.5969890796074739,Medium Risk,2845.249953409221,Low Engagement At-Risk,Offer annual plan discount | Provide free tech support trial | Provide pricing discount | Promote service bundle
Female,No,Yes,No,40,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),78.84999999999998,3126.85,0,5257,1,0.364152037840349,Medium Risk,1914.3472629267146,Loyal Customer,Offer annual plan discount | Offer security package | Promote service bundle
Male,No,Yes,No,69,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),99.5,6841.45,0,4237,3,0.17351198177345786,Low Risk,735.1702667741409,Loyal Customer,Provide free tech support trial | Offer security package | Provide pricing discount
Male,No,No,Yes,18,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),80.54999999999998,1406.65,0,5334,1,0.19749811358718902,Low Risk,1053.4549378740662,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Offer security package | Provide pricing discount | Promote service bundle
Male,Yes,Yes,No,11,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.2,834.7,0,2848,0,0.7022537381141798,High Risk,2000.018646149184,New Customer At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Male,No,Yes,No,55,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,No,Credit card (automatic),59.45,3157.0,0,5712,2,0.032793575759080394,Low Risk,187.3169047358672,Loyal Customer,Provide free tech support trial | Promote service bundle
Male,No,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,93.35,3092.0,0,3348,3,0.6059792977156881,Medium Risk,2028.818688752124,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Offer security package | Provide pricing discount
Female,No,No,No,46,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),44.95,2168.9,0,2626,0,0.0808717678360176,Low Risk,212.36926233738222,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Male,No,No,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),26.1,980.35,0,2026,0,0.022795625341096182,Low Risk,46.183936941060864,Loyal Customer,Promote service bundle
Female,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.2,65.95,0,4369,0,0.28114323340707054,Low Risk,1228.3147867554912,Loyal Customer,Offer annual plan discount | Promote service bundle
Male,No,Yes,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,21.25,711.9,0,3047,0,0.005431992041750287,Low Risk,16.551279751213126,Loyal Customer,Promote service bundle
Female,No,No,No,33,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Electronic check,59.4,1952.8,0,2853,2,0.06289119884589758,Low Risk,179.42859030734581,Loyal Customer,Promote service bundle
Male,No,Yes,Yes,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),95.0,4368.85,0,2719,3,0.0633494456816287,Low Risk,172.24714280834843,Loyal Customer,Provide free tech support trial | Offer security package | Provide pricing discount
Male,No,No,No,40,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,61.9,2647.1,0,2520,3,0.06581579786605986,Low Risk,165.85581062247084,Loyal Customer,Offer annual plan discount
Female,No,No,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,118.65,8477.6,0,4296,6,0.10535756444751876,Low Risk,452.6160968665406,Loyal Customer,Provide pricing discount
Female,No,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),64.45,4528.0,0,5265,6,0.016935500808231894,Low Risk,89.16541175534093,Loyal Customer,No action required
Female,No,Yes,Yes,22,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.15,1790.65,0,4732,1,0.2761302396916321,Low Risk,1306.648294220803,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Offer security package | Provide pricing discount | Promote service bundle
Male,No,Yes,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.2,845.6,0,2325,0,0.019978264016185347,Low Risk,46.44946383763093,Loyal Customer,Promote service bundle
Female,No,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,21.0,1210.3,0,5046,0,0.001589007211274511,Low Risk,8.018130388091183,Loyal Customer,Promote service bundle
Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.45,20.45,0,4845,0,0.23801609232597404,Low Risk,1153.1879673193441,Loyal Customer,Offer annual plan discount | Promote service bundle
Female,No,No,No,12,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,75.84999999999998,854.45,0,5942,3,0.28108840565126364,Low Risk,1670.2273063798086,Loyal Customer,Offer security package
Male,No,No,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.45,2429.1,0,4684,1,0.49305735785085886,Medium Risk,2309.480664173423,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Offer security package | Provide pricing discount | Promote service bundle
Female,No,Yes,No,67,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,75.5,5229.45,0,5420,3,0.06631395140009956,Low Risk,359.4216165885396,Loyal Customer,Provide free tech support trial
Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.45,44.45,0,3498,0,0.40157943045468497,Medium Risk,1404.7248477304881,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Male,No,Yes,Yes,41,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),74.54999999999998,3023.55,0,2748,4,0.041630464591204126,Low Risk,114.40051669662894,Loyal Customer,Offer annual plan discount | Provide free tech support trial
Male,No,Yes,No,42,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),48.15,2032.3,0,2673,4,0.04365925842220043,Low Risk,116.70119776254174,Loyal Customer,No action required
Male,No,Yes,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.65,436.9,0,5460,0,0.055408395061561075,Low Risk,302.52983703612347,Loyal Customer,Promote service bundle
Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.15,20.15,0,3167,0,0.24077360204412043,Low Risk,762.5299976737294,Loyal Customer,Offer annual plan discount | Promote service bundle
Female,No,No,No,56,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),106.6,5893.95,0,5056,4,0.3217506557103473,Medium Risk,1626.7713152715157,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Provide pricing discount
Male,No,No,Yes,15,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.0,1430.05,0,4602,2,0.3038292473737022,Medium Risk,1398.2221964137775,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Offer security package | Provide pricing discount | Promote service bundle
Male,No,Yes,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.4,313.0,0,2219,0,0.022252667363186134,Low Risk,49.378668878910034,Loyal Customer,Promote service bundle
Female,No,Yes,No,54,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),69.95,3871.85,0,5077,4,0.019691043686956844,Low Risk,99.9714287986799,Loyal Customer,No action required
Female,No,No,No,7,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,66.85,458.1,0,4858,2,0.6047720531060669,Medium Risk,2937.982633989273,Low Engagement At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Male,No,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.15,341.35,0,5271,0,0.045865777659954275,Low Risk,241.758514045619,Loyal Customer,Offer annual plan discount | Promote service bundle
Female,No,No,No,21,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Mailed check,64.85,1336.8,0,3302,3,0.09766993862442148,Low Risk,322.50613733783973,Loyal Customer,Provide free tech support trial
Male,Yes,Yes,No,30,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,74.84999999999998,2181.75,0,5610,3,0.21516303660749045,Low Risk,1207.0646353680215,Loyal Customer,Provide free tech support trial | Offer security package
Male,No,No,No,3,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.5,147.75,0,5258,1,0.3585354472636069,Medium Risk,1885.1793817120451,Loyal Customer,Offer annual plan discount | Offer security package | Promote service bundle
Male,No,No,No,11,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,72.9,818.45,0,3042,1,0.5501041159944654,Medium Risk,1673.4167208551637,Low Engagement At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Female,No,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),115.05,7133.45,0,6494,6,0.12253730578355859,Low Risk,795.7572637584295,Loyal Customer,Provide pricing discount
Male,No,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.0,348.8,0,5379,0,0.14640617432014597,Low Risk,787.5188116680652,Loyal Customer,Offer annual plan discount | Promote service bundle
Male,No,No,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.55,128.6,0,2309,0,0.041456432048812865,Low Risk,95.72290160070891,Loyal Customer,Offer annual plan discount | Promote service bundle
Female,No,No,No,46,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,101.1,4674.4,0,4883,3,0.39197190260001036,Medium Risk,1913.9988003958506,Loyal Customer,Provide free tech support trial | Offer security package | Provide pricing discount
Male,No,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.09999999999998,1737.45,0,4649,1,0.6717913587323395,Medium Risk,3123.1580267466466,Low Engagement At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Provide pricing discount | Promote service bundle
Male,No,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.15,1498.85,0,5987,0,0.005216791694009893,Low Risk,31.23293187203723,Loyal Customer,Promote service bundle
Female,No,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.1,50.1,0,5617,0,0.6354208145958972,Medium Risk,3569.1587155851544,Low Engagement At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Female,No,Yes,No,25,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.59999999999998,1797.75,0,4591,1,0.5768709902493476,Medium Risk,2648.414716234755,Low Engagement At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Female,No,No,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,498.1,0,2639,0,0.0056377659670041,Low Risk,14.878064386923821,Loyal Customer,Promote service bundle
Male,No,Yes,No,51,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.8,5498.8,0,4640,4,0.3089419222055159,Medium Risk,1433.490519033594,Loyal Customer,Provide free tech support trial | Offer security package | Provide pricing discount
Female,No,Yes,No,57,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,84.5,4845.4,0,5928,5,0.06764405095946514,Low Risk,400.99393408770936,Loyal Customer,Provide pricing discount
Female,No,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.05,369.1,0,5218,0,0.06090306705837841,Low Risk,317.7922039106185,Loyal Customer,Promote service bundle
Female,No,Yes,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),83.7,6096.9,0,4592,6,0.017862031710776723,Low Risk,82.02244961588671,Loyal Customer,Provide pricing discount
Male,No,Yes,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),96.6,2684.35,0,5530,3,0.5260707417286433,Medium Risk,2909.1712017593977,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Offer security package | Provide pricing discount
Male,No,Yes,Yes,70,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),101.1,6994.8,0,4226,5,0.008493795779668474,Low Risk,35.89478096487897,Loyal Customer,Provide pricing discount
Female,No,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.2,273.25,0,2953,0,0.07060314791646766,Low Risk,208.491095797329,Loyal Customer,Promote service bundle
Female,Yes,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,94.05,5483.9,0,5061,4,0.11284526077996532,Low Risk,571.1098648074045,Loyal Customer,Provide pricing discount
Female,No,Yes,No,62,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.0,4985.9,0,4684,5,0.022814359680523495,Low Risk,106.86246074357204,Loyal Customer,Provide pricing discount
Female,No,No,No,21,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,60.25,1258.35,0,4870,3,0.09689531834107046,Low Risk,471.88020032101315,Loyal Customer,No action required
Female,No,No,No,2,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,60.85,111.4,0,3796,2,0.510531378237554,Medium Risk,1937.977111789755,Low Engagement At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),43.95,43.95,0,5684,0,0.41310943209371076,Medium Risk,2348.114012020652,Loyal Customer,Offer annual plan discount | Provide free tech support trial | Offer security package | Promote service bundle
Male,No,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,86.04999999999998,308.1,0,3653,2,0.659054374899996,Medium Risk,2407.5256315096854,Low Engagement At-Risk,Offer annual plan discount | Provide free tech support trial | Offer security package | Provide pricing discount | Promote service bundle
Female,No,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.25,383.65,0,5586,0,0.05306053280606631,Low Risk,296.39613625468644,Loyal Customer,Promote service bundle
Male,No,Yes,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.4,1284.2,0,4890,0,0.00097819384368947,Low Risk,4.783367895641509,Loyal Customer,Promote service bundle
Male,Yes,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),102.65,7550.3,0,4680,4,0.08852091622965545,Low Risk,414.2778879547875,Loyal Customer,Provide free tech support trial | Provide pricing discount
Male,No,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.9,1110.05,0,4157,0,0.008310815459451368,Low Risk,34.54805986493934,Loyal Customer,Promote service bundle
Female,No,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.55,99.6,0,2575,0,0.13248057807498637,Low Risk,341.1374885430899,Loyal Customer,Promote service bundle
Male,Yes,Yes,No,71,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),95.5,6707.15,0,6412,4,0.057509671606577155,Low Risk,368.7520143413727,Loyal Customer,Offer security package | Provide pricing discount
Female,No,Yes,No,50,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),84.15,4164.4,0,4625,5,0.0994197330798609,Low Risk,459.8162654943567,Loyal Customer,Offer security package | Provide pricing discount
Male,No,Yes,Yes,56,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,103.2,5873.75,0,4478,4,0.05335973067395488,Low Risk,238.94487395796995,Loyal Customer,Offer security package | Provide pricing discount
Male,No,No,No,2,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),50.2,109.25,0,4697,1,0.35953448270893607,Medium Risk,1688.7334652838726,Loyal Customer,Offer annual plan discount | Offer security package | Promote service bundle
Male,No,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.95,862.4,0,3574,0,0.0021787981187550835,Low Risk,7.787024476430668,Loyal Customer,Promote service bundle
Male,No,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,116.25,8564.75,0,6124,6,0.13506025050298048,Low Risk,827.1089740802524,Loyal Customer,Provide pricing discount
Female,No,No,No,29,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,31.2,926.2,0,4761,1,0.29559576197875875,Low Risk,1407.3314227808705,Loyal Customer,Offer annual plan discount | Offer security package | Promote service bundle
Male,No,Yes,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.45,1718.2,0,5295,0,0.0009840354628144947,Low Risk,5.2104677756027495,Loyal Customer,Promote service bundle
Male,No,Yes,No,71,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),84.2,5956.85,0,4753,5,0.027506779806773192,Low Risk,130.73972442159297,Loyal Customer,Offer security package | Provide pricing discount
Male,Yes,Yes,No,56,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.65,4824.45,0,6500,6,0.03200483914500374,Low Risk,208.0314544425243,Loyal Customer,Provide pricing discount
Male,No,No,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,21.2,1238.65,0,6473,0,0.010953709198265776,Low Risk,70.90335964037436,Loyal Customer,Promote service bundle
Female,No,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,25.55,672.2,0,3493,0,0.06041696701697348,Low Risk,211.03646579028836,Loyal Customer,Promote service bundle
Female,No,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,382.2,0,3636,0,0.030100794503437032,Low Risk,109.44648881449704,Loyal Customer,Offer annual plan discount | Promote service bundle
Male,No,Yes,No,66,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,63.85,4264.6,0,5956,2,0.09334487000746815,Low Risk,555.9620457644803,Loyal Customer,Offer annual plan discount | Offer security package | Promote service bundle
Female,No,Yes,No,17,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,61.95,1070.7,0,4759,2,0.20600435729347488,Low Risk,980.3747363596469,Loyal Customer,Offer security package | Promote service bundle
Male,No,Yes,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.75,1345.85,0,4676,0,0.0025170243628868856,Low Risk,11.769605920859076,Loyal Customer,Promote service bundle
Female,No,No,No,19,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,No,Electronic check,58.2,1045.25,0,4033,2,0.17066427135266085,Low Risk,688.2890063652812,Loyal Customer,Provide free tech support trial | Offer security package | Promote service bundle
Female,No,No,No,36,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),85.84999999999998,3003.55,0,4898,6,0.04663509962659736,Low Risk,228.41871797107385,Loyal Customer,Provide pricing discount
Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),104.9,7537.5,0,4927,5,0.015935015644232168,Low Risk,78.51182207913189,Loyal Customer,Provide pricing discount
Male,Yes,No,No,34,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,99.85,3343.15,0,5626,4,0.35001914285203983,Medium Risk,1969.207697685576,Loyal Customer,Provide free tech support trial | Offer security package | Provide pricing discount
Male,No,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.55,161.15,0,4909,0,0.2615767238242894,Low Risk,1284.0801372534368,Loyal Customer,Offer annual plan discount | Promote service bundle
Female,No,No,No,69,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,104.0,7028.5,0,5902,4,0.1079949758807484,Low Risk,637.3863476481771,Loyal Customer,Offer security package | Provide pricing discount
Female,No,Yes,No,50,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,104.4,5232.9,0,6100,4,0.28531110962724754,Low Risk,1740.39776872621,Loyal Customer,Provide free tech support trial | Provide pricing discount
Male,No,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.5,225.85,0,5039,0,0.08097033562271187,Low Risk,408.0095212028451,Loyal Customer,Promote service bundle
Female,No,Yes,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.25,274.7,0,2646,0,0.018189590625080708,Low Risk,48.129656793963555,Loyal Customer,Promote service bundle
Female,No,Yes,No,70,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),49.85,3370.2,0,5460,4,0.017396221682181662,Low Risk,94.98337038471188,Loyal Customer,No action required
Female,Yes,No,No,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),108.95,7111.3,0,5780,5,0.2491569047653516,Low Risk,1440.1269095437322,Loyal Customer,Offer annual plan discount | Provide pricing discount
Female,No,Yes,No,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.9,5958.85,0,4082,6,0.025367141736194563,Low Risk,103.54867256714621,Loyal Customer,Provide pricing discount
Female,No,Yes,No,71,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),82.0,5999.85,0,5770,5,0.02375884910189538,Low Risk,137.08855931793633,Loyal Customer,Provide pricing discount
